time,demand
08-02-2020 19,3287.58
08-02-2020 20,3137.26
08-02-2020 21,3029.41
08-02-2020 22,2924.34
08-02-2020 23,2763.73
08-02-2020 00,2501.14
09-02-2020 01,2220.01
09-02-2020 02,1989.38
09-02-2020 03,1816.92
09-02-2020 04,1720.00
09-02-2020 05,1746.33
09-02-2020 06,1928.95
09-02-2020 07,1948.69
09-02-2020 08,2083.63
09-02-2020 09,2405.44
09-02-2020 10,2680.47
09-02-2020 11,2919.50
09-02-2020 12,3087.06
09-02-2020 13,3218.96
09-02-2020 14,3330.00
09-02-2020 15,3327.90
09-02-2020 16,3400.74
09-02-2020 17,3357.86
09-02-2020 18,3570.00
09-02-2020 19,3433.38
09-02-2020 20,3256.72
09-02-2020 21,3125.06
09-02-2020 22,3042.04
09-02-2020 23,2870.68
09-02-2020 00,2608.47
10-02-2020 01,2305.41
10-02-2020 02,2035.87
10-02-2020 03,1867.29
10-02-2020 04,1770.72
10-02-2020 05,1730.00
10-02-2020 06,1950.08
10-02-2020 07,1927.23
10-02-2020 08,2046.64
10-02-2020 09,2376.01
10-02-2020 10,2627.76
10-02-2020 11,2903.73
10-02-2020 12,3107.24
10-02-2020 13,3310.35
10-02-2020 14,3400.00
10-02-2020 15,3404.79
10-02-2020 16,3463.62
10-02-2020 17,3414.73
10-02-2020 18,3630.00
10-02-2020 19,3498.50
10-02-2020 20,3305.17
10-02-2020 21,3181.58
10-02-2020 22,3068.53
10-02-2020 23,2883.96
10-02-2020 00,2606.49
11-02-2020 01,2310.00
11-02-2020 02,2045.34
11-02-2020 03,1867.06
11-02-2020 04,1750.00
11-02-2020 05,1788.38
11-02-2020 06,1989.35
11-02-2020 07,2055.96
11-02-2020 08,2235.60
11-02-2020 09,2510.64
11-02-2020 10,2655.26
11-02-2020 11,2846.19
11-02-2020 12,2975.42
11-02-2020 13,3059.15
11-02-2020 14,3280.00
11-02-2020 15,3334.79
11-02-2020 16,3418.37
11-02-2020 17,3423.94
11-02-2020 18,3630.00
11-02-2020 19,3455.02
11-02-2020 20,3274.85
11-02-2020 21,3153.52
11-02-2020 22,3071.87
11-02-2020 23,2880.04
11-02-2020 00,2603.51
12-02-2020 01,2321.16
12-02-2020 02,2053.99
12-02-2020 03,1883.69
12-02-2020 04,1740.00
12-02-2020 05,1807.25
12-02-2020 06,2010.20
12-02-2020 07,2135.17
12-02-2020 08,2308.93
12-02-2020 09,2494.90
12-02-2020 10,2626.67
12-02-2020 11,2687.33
12-02-2020 12,2703.28
12-02-2020 13,2800.00
12-02-2020 14,2719.66
12-02-2020 15,2760.73
12-02-2020 16,2821.44
12-02-2020 17,2890.66
12-02-2020 18,3310.00
12-02-2020 19,3276.51
12-02-2020 20,3099.14
12-02-2020 21,3005.53
12-02-2020 22,2932.94
12-02-2020 23,2784.24
12-02-2020 00,2552.72
13-02-2020 01,2270.67
13-02-2020 02,2042.89
13-02-2020 03,1849.63
13-02-2020 04,1715.00
13-02-2020 05,1779.29
13-02-2020 06,1965.80
13-02-2020 07,2054.15
13-02-2020 08,2153.48
13-02-2020 09,2217.84
13-02-2020 10,2287.51
13-02-2020 11,2353.92
13-02-2020 12,2384.62
13-02-2020 13,2430.00
13-02-2020 14,2394.07
13-02-2020 15,2421.82
13-02-2020 16,2499.31
13-02-2020 17,2615.44
13-02-2020 18,3070.00
13-02-2020 19,3036.25
13-02-2020 20,2888.02
13-02-2020 21,2785.38
13-02-2020 22,2720.58
13-02-2020 23,2610.93
13-02-2020 00,2459.35
14-02-2020 01,2251.83
14-02-2020 02,2026.44
14-02-2020 03,1848.53
14-02-2020 04,1725.88
14-02-2020 05,1730.45
14-02-2020 06,1824.11
14-02-2020 07,1711.94
14-02-2020 08,1570.00
14-02-2020 09,1633.74
14-02-2020 10,1831.91
14-02-2020 11,2129.50
14-02-2020 12,2450.74
14-02-2020 13,2555.00
14-02-2020 14,2499.35
14-02-2020 15,2555.92
14-02-2020 16,2594.95
14-02-2020 17,2606.74
14-02-2020 18,2860.00
14-02-2020 19,2796.17
14-02-2020 20,2676.47
14-02-2020 21,2622.31
14-02-2020 22,2594.13
14-02-2020 23,2508.08
14-02-2020 00,2325.05
15-02-2020 01,2115.82
15-02-2020 02,1906.33
15-02-2020 03,1735.12
15-02-2020 04,1590.00
15-02-2020 05,1652.87
15-02-2020 06,1786.03
15-02-2020 07,1749.19
15-02-2020 08,1786.76
15-02-2020 09,1939.33
15-02-2020 10,2127.96
15-02-2020 11,2286.07
15-02-2020 12,2384.22
15-02-2020 13,2460.00
15-02-2020 14,2390.68
15-02-2020 15,2403.10
15-02-2020 16,2453.26
15-02-2020 17,2547.64
15-02-2020 18,3060.00
15-02-2020 19,3053.81
15-02-2020 20,2941.26
15-02-2020 21,2863.65
15-02-2020 22,2799.01
15-02-2020 23,2646.45
15-02-2020 00,2385.48
16-02-2020 01,2128.58
16-02-2020 02,1906.97
16-02-2020 03,1751.76
16-02-2020 04,1620.00
16-02-2020 05,1699.65
16-02-2020 06,1919.11
16-02-2020 07,2117.06
16-02-2020 08,2252.91
16-02-2020 09,2289.42
16-02-2020 10,2209.90
16-02-2020 11,2211.53
16-02-2020 12,2253.54
16-02-2020 13,2296.26
16-02-2020 14,2400.00
16-02-2020 15,2470.62
16-02-2020 16,2575.45
16-02-2020 17,2708.16
16-02-2020 18,3110.00
16-02-2020 19,3062.49
16-02-2020 20,2925.50
16-02-2020 21,2824.80
16-02-2020 22,2754.20
16-02-2020 23,2568.32
16-02-2020 00,2321.36
17-02-2020 01,2069.73
17-02-2020 02,1861.65
17-02-2020 03,1743.46
17-02-2020 04,1640.00
17-02-2020 05,1718.39
17-02-2020 06,1930.07
17-02-2020 07,2119.17
17-02-2020 08,2224.45
17-02-2020 09,2171.92
17-02-2020 10,2176.26
17-02-2020 11,2202.29
17-02-2020 12,2247.93
17-02-2020 13,2245.99
17-02-2020 14,2340.00
17-02-2020 15,2406.02
17-02-2020 16,2504.78
17-02-2020 17,2592.05
17-02-2020 18,3060.00
17-02-2020 19,3031.46
17-02-2020 20,2869.44
17-02-2020 21,2795.09
17-02-2020 22,2709.87
17-02-2020 23,2525.23
17-02-2020 00,2286.94
18-02-2020 01,2038.55
18-02-2020 02,1818.96
18-02-2020 03,1696.13
18-02-2020 04,1610.00
18-02-2020 05,1672.20
18-02-2020 06,1879.26
18-02-2020 07,2099.32
18-02-2020 08,2275.81
18-02-2020 09,2292.89
18-02-2020 10,2285.88
18-02-2020 11,2304.53
18-02-2020 12,2318.28
18-02-2020 13,2322.24
18-02-2020 14,2380.00
18-02-2020 15,2459.32
18-02-2020 16,2564.12
18-02-2020 17,2663.37
18-02-2020 18,3020.00
18-02-2020 19,2985.79
18-02-2020 20,2831.20
18-02-2020 21,2757.78
18-02-2020 22,2686.75
18-02-2020 23,2516.27
18-02-2020 00,2272.26
19-02-2020 01,2014.11
19-02-2020 02,1813.72
19-02-2020 03,1681.71
19-02-2020 04,1590.00
19-02-2020 05,1667.58
19-02-2020 06,1867.25
19-02-2020 07,2087.21
19-02-2020 08,2306.50
19-02-2020 09,2395.61
19-02-2020 10,2427.72
19-02-2020 11,2412.48
19-02-2020 12,2464.94
19-02-2020 13,2516.62
19-02-2020 14,2730.00
19-02-2020 15,2876.62
19-02-2020 16,2975.79
19-02-2020 17,2921.17
19-02-2020 18,3180.00
19-02-2020 19,3125.18
19-02-2020 20,2987.53
19-02-2020 21,2875.73
19-02-2020 22,2781.22
19-02-2020 23,2585.49
19-02-2020 00,2332.00
20-02-2020 01,2062.25
20-02-2020 02,1876.00
20-02-2020 03,1758.06
20-02-2020 04,1640.00
20-02-2020 05,1730.67
20-02-2020 06,1921.65
20-02-2020 07,2114.04
20-02-2020 08,2281.53
20-02-2020 09,2392.25
20-02-2020 10,2490.63
20-02-2020 11,2595.71
20-02-2020 12,2800.00
20-02-2020 13,2738.93
20-02-2020 14,2747.48
20-02-2020 15,2811.60
20-02-2020 16,2827.88
20-02-2020 17,2784.92
20-02-2020 18,3060.00
20-02-2020 19,3005.55
20-02-2020 20,2845.33
20-02-2020 21,2737.59
20-02-2020 22,2650.94
20-02-2020 23,2533.48
20-02-2020 00,2366.68
21-02-2020 01,2141.72
21-02-2020 02,1941.28
21-02-2020 03,1776.61
21-02-2020 04,1676.20
21-02-2020 05,1695.48
21-02-2020 06,1802.42
21-02-2020 07,1680.22
21-02-2020 08,1610.00
21-02-2020 09,1673.16
21-02-2020 10,1854.46
21-02-2020 11,2161.25
21-02-2020 12,2500.00
21-02-2020 13,2386.91
21-02-2020 14,2233.64
21-02-2020 15,2143.93
21-02-2020 16,2168.89
21-02-2020 17,2260.21
21-02-2020 18,2730.00
21-02-2020 19,2699.68
21-02-2020 20,2587.32
21-02-2020 21,2532.74
21-02-2020 22,2497.96
21-02-2020 23,2428.34
21-02-2020 00,2281.16
22-02-2020 01,2058.31
22-02-2020 02,1833.34
22-02-2020 03,1673.30
22-02-2020 04,1570.00
22-02-2020 05,1628.92
22-02-2020 06,1752.29
22-02-2020 07,1709.92
22-02-2020 08,1809.60
22-02-2020 09,2032.26
22-02-2020 10,2381.45
22-02-2020 11,2623.65
22-02-2020 12,2803.89
22-02-2020 13,2920.00
22-02-2020 14,2911.93
22-02-2020 15,2886.78
22-02-2020 16,2947.76
22-02-2020 17,2933.26
22-02-2020 18,3220.00
22-02-2020 19,3168.49
22-02-2020 20,3021.16
22-02-2020 21,2936.39
22-02-2020 22,2844.74
22-02-2020 23,2654.53
22-02-2020 00,2397.24
23-02-2020 01,2125.00
23-02-2020 02,1905.33
23-02-2020 03,1762.60
23-02-2020 04,1650.00
23-02-2020 05,1749.29
23-02-2020 06,1938.74
23-02-2020 07,2156.26
23-02-2020 08,2326.94
23-02-2020 09,2407.08
23-02-2020 10,2434.97
23-02-2020 11,2465.51
23-02-2020 12,2452.09
23-02-2020 13,2445.94
23-02-2020 14,2540.00
23-02-2020 15,2609.67
23-02-2020 16,2671.21
23-02-2020 17,2676.96
23-02-2020 18,2919.78
23-02-2020 19,3135.00
23-02-2020 20,2942.79
23-02-2020 21,2836.08
23-02-2020 22,2742.64
23-02-2020 23,2546.66
23-02-2020 00,2299.34
24-02-2020 01,2045.23
24-02-2020 02,1823.79
24-02-2020 03,1702.01
24-02-2020 04,1600.00
24-02-2020 05,1672.89
24-02-2020 06,1880.51
24-02-2020 07,2052.98
24-02-2020 08,2232.12
24-02-2020 09,2221.08
24-02-2020 10,2236.50
24-02-2020 11,2238.99
24-02-2020 12,2280.00
24-02-2020 13,2218.64
24-02-2020 14,2221.71
24-02-2020 15,2314.55
24-02-2020 16,2444.45
24-02-2020 17,2560.15
24-02-2020 18,2851.71
24-02-2020 19,3030.00
24-02-2020 20,2887.74
24-02-2020 21,2786.54
24-02-2020 22,2704.64
24-02-2020 23,2544.70
24-02-2020 00,2290.50
25-02-2020 01,2037.66
25-02-2020 02,1832.80
25-02-2020 03,1708.33
25-02-2020 04,1620.00
25-02-2020 05,1709.16
25-02-2020 06,1906.86
25-02-2020 07,2122.49
25-02-2020 08,2342.30
25-02-2020 09,2431.07
25-02-2020 10,2508.47
25-02-2020 11,2581.29
25-02-2020 12,2675.45
25-02-2020 13,2767.85
25-02-2020 14,2810.00
25-02-2020 15,3009.00
25-02-2020 16,3088.37
25-02-2020 17,3037.02
25-02-2020 18,3245.00
25-02-2020 19,3198.90
25-02-2020 20,3032.84
25-02-2020 21,2923.96
25-02-2020 22,2829.29
25-02-2020 23,2617.94
25-02-2020 00,2348.95
26-02-2020 01,2103.78
26-02-2020 02,1862.09
26-02-2020 03,1719.33
26-02-2020 04,1630.00
26-02-2020 05,1729.49
26-02-2020 06,1919.37
26-02-2020 07,2122.00
26-02-2020 08,2287.49
26-02-2020 09,2319.03
26-02-2020 10,2390.06
26-02-2020 11,2428.35
26-02-2020 12,2560.00
26-02-2020 13,2442.31
26-02-2020 14,2539.67
26-02-2020 15,2603.12
26-02-2020 16,2678.92
26-02-2020 17,2726.05
26-02-2020 18,3085.00
26-02-2020 19,3061.45
26-02-2020 20,2922.51
26-02-2020 21,2817.64
26-02-2020 22,2739.20
26-02-2020 23,2563.90
26-02-2020 00,2325.92
27-02-2020 01,2073.49
27-02-2020 02,1840.45
27-02-2020 03,1709.83
27-02-2020 04,1600.00
27-02-2020 05,1704.31
27-02-2020 06,1887.14
27-02-2020 07,2067.76
27-02-2020 08,2160.95
27-02-2020 09,2121.08
27-02-2020 10,2098.14
27-02-2020 11,2091.66
27-02-2020 12,2111.36
27-02-2020 13,2143.33
27-02-2020 14,2315.00
27-02-2020 15,2263.87
27-02-2020 16,2313.33
27-02-2020 17,2375.91
27-02-2020 18,2633.54
27-02-2020 19,2840.00
27-02-2020 20,2689.63
27-02-2020 21,2590.83
27-02-2020 22,2503.06
27-02-2020 23,2402.97
27-02-2020 00,2226.26
28-02-2020 01,2037.13
28-02-2020 02,1828.84
28-02-2020 03,1673.31
28-02-2020 04,1575.15
28-02-2020 05,1609.34
28-02-2020 06,1691.78
28-02-2020 07,1559.92
28-02-2020 08,1490.00
28-02-2020 09,1557.37
28-02-2020 10,1722.62
28-02-2020 11,1915.84
28-02-2020 12,2130.00
28-02-2020 13,1995.50
28-02-2020 14,1849.37
28-02-2020 15,1778.42
28-02-2020 16,1820.47
28-02-2020 17,1922.35
28-02-2020 18,2201.23
28-02-2020 19,2480.00
28-02-2020 20,2389.93
28-02-2020 21,2341.30
28-02-2020 22,2329.99
28-02-2020 23,2234.22
28-02-2020 00,2089.75
29-02-2020 01,1911.41
29-02-2020 02,1737.55
29-02-2020 03,1588.89
29-02-2020 04,1490.00
29-02-2020 05,1554.27
29-02-2020 06,1661.36
29-02-2020 07,1595.46
29-02-2020 08,1683.88
29-02-2020 09,1946.76
29-02-2020 10,2233.35
29-02-2020 11,2431.11
29-02-2020 12,2532.18
29-02-2020 13,2596.08
29-02-2020 14,2620.00
29-02-2020 15,2571.50
29-02-2020 16,2594.68
29-02-2020 17,2611.26
29-02-2020 18,2825.74
29-02-2020 19,3020.00
29-02-2020 20,2893.44
29-02-2020 21,2810.53
29-02-2020 22,2721.27
29-02-2020 23,2532.64
29-02-2020 00,2293.45
01-03-2020 01,2021.17
01-03-2020 02,1807.27
01-03-2020 03,1679.24
01-03-2020 04,1600.00
01-03-2020 05,1690.50
01-03-2020 06,1862.19
01-03-2020 07,2014.03
01-03-2020 08,2209.93
01-03-2020 09,2259.04
01-03-2020 10,2279.41
01-03-2020 11,2398.56
01-03-2020 12,2483.06
01-03-2020 13,2521.54
01-03-2020 14,2580.00
01-03-2020 15,2658.76
01-03-2020 16,2753.71
01-03-2020 17,2752.14
01-03-2020 18,2946.56
01-03-2020 19,3140.00
01-03-2020 20,2945.85
01-03-2020 21,2824.82
01-03-2020 22,2719.66
01-03-2020 23,2528.49
01-03-2020 00,2281.10
02-03-2020 01,2040.26
02-03-2020 02,1835.59
02-03-2020 03,1697.07
02-03-2020 04,1595.00
02-03-2020 05,1691.83
02-03-2020 06,1868.97
02-03-2020 07,2073.27
02-03-2020 08,2223.80
02-03-2020 09,2235.13
02-03-2020 10,2279.55
02-03-2020 11,2425.88
02-03-2020 12,2530.86
02-03-2020 13,2535.25
02-03-2020 14,2590.00
02-03-2020 15,2626.51
02-03-2020 16,2661.20
02-03-2020 17,2661.29
02-03-2020 18,2904.28
02-03-2020 19,3100.00
02-03-2020 20,2958.66
02-03-2020 21,2826.15
02-03-2020 22,2746.91
02-03-2020 23,2560.59
02-03-2020 00,2307.45
03-03-2020 01,2047.42
03-03-2020 02,1837.61
03-03-2020 03,1702.97
03-03-2020 04,1620.00
03-03-2020 05,1711.52
03-03-2020 06,1888.84
03-03-2020 07,2059.44
03-03-2020 08,2118.29
03-03-2020 09,2067.70
03-03-2020 10,2052.92
03-03-2020 11,2085.42
03-03-2020 12,2104.44
03-03-2020 13,2115.67
03-03-2020 14,2180.00
03-03-2020 15,2215.22
03-03-2020 16,2303.16
03-03-2020 17,2374.16
03-03-2020 18,2678.54
03-03-2020 19,2990.00
03-03-2020 20,2861.15
03-03-2020 21,2753.62
03-03-2020 22,2657.94
03-03-2020 23,2490.29
03-03-2020 00,2260.82
04-03-2020 01,2015.33
04-03-2020 02,1810.30
04-03-2020 03,1685.17
04-03-2020 04,1600.00
04-03-2020 05,1696.33
04-03-2020 06,1858.23
04-03-2020 07,2009.60
04-03-2020 08,2086.49
04-03-2020 09,2019.74
04-03-2020 10,2008.66
04-03-2020 11,2031.34
04-03-2020 12,2051.99
04-03-2020 13,2066.42
04-03-2020 14,2120.00
04-03-2020 15,2179.00
04-03-2020 16,2246.32
04-03-2020 17,2326.73
04-03-2020 18,2568.72
04-03-2020 19,2790.00
04-03-2020 20,2692.63
04-03-2020 21,2585.07
04-03-2020 22,2520.68
04-03-2020 23,2354.01
04-03-2020 00,2143.63
05-03-2020 01,1909.93
05-03-2020 02,1716.65
05-03-2020 03,1601.37
05-03-2020 04,1510.00
05-03-2020 05,1610.99
05-03-2020 06,1737.35
05-03-2020 07,1890.41
05-03-2020 08,1954.69
05-03-2020 09,1922.09
05-03-2020 10,1906.59
05-03-2020 11,1916.09
05-03-2020 12,1937.15
05-03-2020 13,1956.12
05-03-2020 14,2030.00
05-03-2020 15,2088.90
05-03-2020 16,2114.66
05-03-2020 17,2218.33
05-03-2020 18,2391.08
05-03-2020 19,2600.00
05-03-2020 20,2466.86
05-03-2020 21,2367.05
05-03-2020 22,2297.51
05-03-2020 23,2211.92
05-03-2020 00,2057.93
06-03-2020 01,1870.89
06-03-2020 02,1695.47
06-03-2020 03,1579.23
06-03-2020 04,1510.25
06-03-2020 05,1540.65
06-03-2020 06,1581.83
06-03-2020 07,1450.00
06-03-2020 08,1540.43
06-03-2020 09,1667.64
06-03-2020 10,1971.36
06-03-2020 11,2279.68
06-03-2020 12,2311.35
06-03-2020 13,2361.25
06-03-2020 14,2510.00
06-03-2020 15,2443.22
06-03-2020 16,2479.05
06-03-2020 17,2476.83
06-03-2020 18,2545.73
06-03-2020 19,2670.00
06-03-2020 20,2513.06
06-03-2020 21,2436.92
06-03-2020 22,2387.72
06-03-2020 23,2282.64
06-03-2020 00,2109.10
07-03-2020 01,1903.11
07-03-2020 02,1706.78
07-03-2020 03,1597.53
07-03-2020 04,1490.00
07-03-2020 05,1564.21
07-03-2020 06,1632.49
07-03-2020 07,1592.37
07-03-2020 08,1718.31
07-03-2020 09,1927.45
07-03-2020 10,2149.86
07-03-2020 11,2328.68
07-03-2020 12,2540.00
07-03-2020 13,2493.26
07-03-2020 14,2471.69
07-03-2020 15,2450.05
07-03-2020 16,2499.11
07-03-2020 17,2585.16
07-03-2020 18,2774.67
07-03-2020 19,2960.00
07-03-2020 20,2832.56
07-03-2020 21,2706.76
07-03-2020 22,2624.93
07-03-2020 23,2477.02
07-03-2020 00,2236.85
08-03-2020 01,1976.33
08-03-2020 02,1781.24
08-03-2020 03,1643.07
08-03-2020 04,1550.00
08-03-2020 05,1670.39
08-03-2020 06,1802.57
08-03-2020 07,1959.66
08-03-2020 08,2023.30
08-03-2020 09,1975.54
08-03-2020 10,1955.07
08-03-2020 11,1963.50
08-03-2020 12,1983.90
08-03-2020 13,1993.57
08-03-2020 14,2090.00
08-03-2020 15,2139.33
08-03-2020 16,2208.09
08-03-2020 17,2274.82
08-03-2020 18,2498.70
08-03-2020 19,2760.00
08-03-2020 20,2652.89
08-03-2020 21,2563.01
08-03-2020 22,2475.99
08-03-2020 23,2327.38
08-03-2020 00,2100.42
09-03-2020 01,1885.50
09-03-2020 02,1699.34
09-03-2020 03,1583.94
09-03-2020 04,1495.00
09-03-2020 05,1607.17
09-03-2020 06,1734.36
09-03-2020 07,1873.37
09-03-2020 08,1930.00
09-03-2020 09,1885.05
09-03-2020 10,1878.85
09-03-2020 11,1932.36
09-03-2020 12,1989.27
09-03-2020 13,2039.52
09-03-2020 14,2160.00
09-03-2020 15,2189.67
09-03-2020 16,2246.62
09-03-2020 17,2277.42
09-03-2020 18,2435.34
09-03-2020 19,2680.00
09-03-2020 20,2566.09
09-03-2020 21,2449.18
09-03-2020 22,2362.08
09-03-2020 23,2220.27
09-03-2020 00,2028.70
10-03-2020 01,1804.59
10-03-2020 02,1646.55
10-03-2020 03,1538.61
10-03-2020 04,1470.00
10-03-2020 05,1572.71
10-03-2020 06,1691.09
10-03-2020 07,1814.54
10-03-2020 08,1868.07
10-03-2020 09,1834.75
10-03-2020 10,1810.78
10-03-2020 11,1846.68
10-03-2020 12,1866.43
10-03-2020 13,1864.61
10-03-2020 14,1970.00
10-03-2020 15,2010.26
10-03-2020 16,2101.93
10-03-2020 17,2202.25
10-03-2020 18,2420.40
10-03-2020 19,2650.00
10-03-2020 20,2526.40
10-03-2020 21,2427.41
10-03-2020 22,2344.44
10-03-2020 23,2202.48
10-03-2020 00,2006.62
11-03-2020 01,1805.77
11-03-2020 02,1649.76
11-03-2020 03,1548.52
11-03-2020 04,1480.00
11-03-2020 05,1566.41
11-03-2020 06,1672.95
11-03-2020 07,1801.14
11-03-2020 08,1877.41
11-03-2020 09,1845.09
11-03-2020 10,1847.61
11-03-2020 11,1851.70
11-03-2020 12,1856.34
11-03-2020 13,1875.29
11-03-2020 14,1990.00
11-03-2020 15,2026.88
11-03-2020 16,2109.23
11-03-2020 17,2199.90
11-03-2020 18,2338.04
11-03-2020 19,2520.00
11-03-2020 20,2429.51
11-03-2020 21,2322.52
11-03-2020 22,2261.48
11-03-2020 23,2126.88
11-03-2020 00,1939.53
12-03-2020 01,1747.64
12-03-2020 02,1598.82
12-03-2020 03,1510.39
12-03-2020 04,1430.00
12-03-2020 05,1523.34
12-03-2020 06,1603.32
12-03-2020 07,1731.13
12-03-2020 08,1898.49
12-03-2020 09,1996.87
12-03-2020 10,2019.75
12-03-2020 11,2092.12
12-03-2020 12,2142.15
12-03-2020 13,2181.87
12-03-2020 14,2330.00
12-03-2020 15,2369.72
12-03-2020 16,2408.71
12-03-2020 17,2389.13
12-03-2020 18,2471.79
12-03-2020 19,2540.00
12-03-2020 20,2322.27
12-03-2020 21,2203.13
12-03-2020 22,2073.83
12-03-2020 23,1949.67
12-03-2020 00,1812.72
13-03-2020 01,1619.38
13-03-2020 02,1418.56
13-03-2020 03,1307.51
13-03-2020 04,1302.74
13-03-2020 05,1296.99
13-03-2020 06,1316.41
13-03-2020 07,1235.14
13-03-2020 08,1200.00
13-03-2020 09,1334.05
13-03-2020 10,1613.54
13-03-2020 11,1954.75
13-03-2020 12,2270.00
13-03-2020 13,2254.70
13-03-2020 14,2240.51
13-03-2020 15,2230.91
13-03-2020 16,2305.65
13-03-2020 17,2306.48
13-03-2020 18,2341.46
13-03-2020 19,2430.00
13-03-2020 20,2335.81
13-03-2020 21,2274.30
13-03-2020 22,2222.77
13-03-2020 23,2117.98
13-03-2020 00,1968.36
14-03-2020 01,1789.80
14-03-2020 02,1639.97
14-03-2020 03,1497.34
14-03-2020 04,1390.00
14-03-2020 05,1476.59
14-03-2020 06,1508.99
14-03-2020 07,1436.62
14-03-2020 08,1557.50
14-03-2020 09,1804.34
14-03-2020 10,2137.82
14-03-2020 11,2364.23
14-03-2020 12,2480.34
14-03-2020 13,2591.90
14-03-2020 14,2610.00
14-03-2020 15,2648.99
14-03-2020 16,2723.80
14-03-2020 17,2663.41
14-03-2020 18,2748.49
14-03-2020 19,2850.00
14-03-2020 20,2658.11
14-03-2020 21,2552.01
14-03-2020 22,2467.32
14-03-2020 23,2317.14
14-03-2020 00,2137.47
15-03-2020 01,1899.83
15-03-2020 02,1700.85
15-03-2020 03,1575.84
15-03-2020 04,1470.00
15-03-2020 05,1557.35
15-03-2020 06,1612.59
15-03-2020 07,1579.80
15-03-2020 08,1688.83
15-03-2020 09,1836.07
15-03-2020 10,1925.60
15-03-2020 11,2095.14
15-03-2020 12,2181.46
15-03-2020 13,2192.23
15-03-2020 14,2300.00
15-03-2020 15,2283.25
15-03-2020 16,2288.52
15-03-2020 17,2324.71
15-03-2020 18,2468.35
15-03-2020 19,2700.00
15-03-2020 20,2580.78
15-03-2020 21,2447.52
15-03-2020 22,2390.55
15-03-2020 23,2264.71
15-03-2020 00,2098.99
16-03-2020 01,1886.18
16-03-2020 02,1716.66
16-03-2020 03,1589.65
16-03-2020 04,1490.00
16-03-2020 05,1576.16
16-03-2020 06,1611.29
16-03-2020 07,1567.05
16-03-2020 08,1610.93
16-03-2020 09,1705.44
16-03-2020 10,1811.64
16-03-2020 11,1934.48
16-03-2020 12,2017.17
16-03-2020 13,2070.00
16-03-2020 14,2047.33
16-03-2020 15,2083.44
16-03-2020 16,2149.33
16-03-2020 17,2224.54
16-03-2020 18,2394.13
16-03-2020 19,2650.00
16-03-2020 20,2506.34
16-03-2020 21,2392.21
16-03-2020 22,2350.26
16-03-2020 23,2226.01
16-03-2020 00,2048.60
17-03-2020 01,1839.25
17-03-2020 02,1661.28
17-03-2020 03,1560.93
17-03-2020 04,1470.00
17-03-2020 05,1549.49
17-03-2020 06,1584.41
17-03-2020 07,1559.22
17-03-2020 08,1692.13
17-03-2020 09,1875.75
17-03-2020 10,2004.52
17-03-2020 11,2103.44
17-03-2020 12,2205.44
17-03-2020 13,2250.00
17-03-2020 14,2167.75
17-03-2020 15,2305.27
17-03-2020 16,2572.32
17-03-2020 17,2621.89
17-03-2020 18,2687.27
17-03-2020 19,2775.00
17-03-2020 20,2625.94
17-03-2020 21,2545.51
17-03-2020 22,2447.14
17-03-2020 23,2291.15
17-03-2020 00,2105.62
18-03-2020 01,1909.74
18-03-2020 02,1733.59
18-03-2020 03,1597.43
18-03-2020 04,1529.39
18-03-2020 05,1562.70
18-03-2020 06,1569.83
18-03-2020 07,1450.00
18-03-2020 08,1541.70
18-03-2020 09,1655.38
18-03-2020 10,1850.56
18-03-2020 11,2104.17
18-03-2020 12,2412.91
18-03-2020 13,2569.43
18-03-2020 14,2610.00
18-03-2020 15,2567.08
18-03-2020 16,2570.29
18-03-2020 17,2581.06
18-03-2020 18,2670.35
18-03-2020 19,2900.00
18-03-2020 20,2740.62
18-03-2020 21,2614.12
18-03-2020 22,2497.10
18-03-2020 23,2361.97
18-03-2020 00,2160.46
19-03-2020 01,1930.00
19-03-2020 02,1741.00
19-03-2020 03,1599.00
19-03-2020 04,1507.00
19-03-2020 05,1546.00
19-03-2020 06,1544.00
19-03-2020 07,1430.00
19-03-2020 08,1495.00
19-03-2020 09,1643.00
19-03-2020 10,1840.00
19-03-2020 11,2094.00
19-03-2020 12,2249.00
19-03-2020 13,2425.00
19-03-2020 14,2540.00
19-03-2020 15,2511.00
19-03-2020 16,2689.00
19-03-2020 17,2688.00
19-03-2020 18,2729.00
19-03-2020 19,2930.00
19-03-2020 20,2757.00
19-03-2020 21,2622.00
19-03-2020 22,2514.00
19-03-2020 23,2376.00
19-03-2020 00,2199.00
20-03-2020 01,1990.00
20-03-2020 02,1788.00
20-03-2020 03,1633.00
20-03-2020 04,1548.00
20-03-2020 05,1585.00
20-03-2020 06,1574.00
20-03-2020 07,1436.00
20-03-2020 08,1390.00
20-03-2020 09,1540.00
20-03-2020 10,1767.00
20-03-2020 11,1984.00
20-03-2020 12,2445.00
20-03-2020 13,2809.00
20-03-2020 14,2875.00
20-03-2020 15,2812.00
20-03-2020 16,2764.00
20-03-2020 17,2680.00
20-03-2020 18,2703.00
20-03-2020 19,2880.00
20-03-2020 20,2708.00
20-03-2020 21,2623.00
20-03-2020 22,2549.00
20-03-2020 23,2451.00
20-03-2020 00,2319.00
21-03-2020 01,2128.00
21-03-2020 02,1930.00
21-03-2020 03,1734.00
21-03-2020 04,1610.00
21-03-2020 05,1622.00
21-03-2020 06,1570.00
21-03-2020 07,1385.00
21-03-2020 08,1330.00
21-03-2020 09,1450.00
